Date and time when incident occurred:,Describe the Report,Enter Location,Water Depth (if available),Salinity Measurements (if available),Upload Photo or Video,Upload Photo or Video 2,Upload Photo or Video 3
10-19-2016 12:40 PM,"Soil near the water source is really soggy and tender. Windy weather, tide is consistently moving in. Flood across the trail from the water source","3000 NE 151st St, North Miami Beach, FL 33181, USA
25.90995, -80.14004",,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352705124212539972/IMG_8570.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352705124212539972/IMG_8561.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352705124212539972/IMG_8573.JPG
10-19-2016 11:40 AM,"There's no flood, but it appears that the water is rising.","3000 NE 151st St, North Miami Beach, FL 33181, USA
25.91209, -80.13774",,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352701031216638860/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352701031216638860/25_image.jpg,
10-19-2016 11:40 AM,,"Bay Vista Blvd, North Miami, FL 33181, USA
25.90993, -80.13722",,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352701014116775232/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352701014116775232/25_image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352701014116775232/capturedvideo.MOV
10-16-2016 10:10 AM,"Matheson Hammock Park parking lot was flooded with up to 3 feet of water came,
""","Matheson Park, Coral Gables, FL 33156, USA
25.68182, -80.27227",,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352657479752875953/IMG_2652.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352657479752875953/IMG_2672.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352657479752875953/IMG_2650.JPG
10-18-2016 1:30 PM,"There was no flooding nearby. The air and the street were very dry, the climate was hot. Drove down the block and saw the same in all drains, no flooding.","NW 90th St, Medley, FL 33178, USA
25.85516, -80.36271",,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352624113991530943/IMG_0501.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352624113991530943/IMG_0499.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352624113991530943/IMG_0502.JPG
10-18-2016 1:20 PM,"Location: NW 90th street & 102nd avenue, Doral, FL 33178.
There is no flood. There is a small amount of standing water next to the sewers but there is no indication of a flood anywhere close to the area. The roads are dry and the small amount of water present seems to have come from earlier showers.","NW 90th St, Medley, FL 33178, USA
25.85515, -80.36285",None,None,https://www.jotform.com/uploads/susanjacobson/62585175394163/352622020095366860/IMG_1222.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352622020095366860/IMG_1223.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352622020095366860/IMG_1224.JPG
10-17-2016 12:40 PM,Over flow on the street.,"11434 SW 134th Ave, Miami, FL 33186, USA
25.66150, -80.41210",,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352558464361619999/IMG_0748.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352558464361619999/IMG_0755.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352558464361619999/IMG_0749.JPG
10-17-2016 2:10 PM,Flood not found,"22040 SW 164th Ave, Goulds, FL 33170, USA
25.55840, -80.45820",,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352537659016873623/IMG_1433.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352537659016873623/IMG_1434.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352537659016873623/IMG_1435.JPG
10-17-2016 11:00 AM,Not much flooding but you can see the high tides. Lots of motion in the water. The location was at fiu BBc mangroves. Walked around the shore and saw high tides. Very windy. Stayed there for 30 minutes the tide stayed high and waves went over the shore line at times.,"3000 NE 151st St, North Miami Beach, FL 33181, USA
25.90995, -80.14004",,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352527509216227416/20161017_112345.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352527509216227416/20161017_105845.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352527509216227416/20161017_105633.jpg
10-17-2016 11:00 AM,"Water levels are at it'a high at this time, water levels began to rise at around 10:45am. However, there's no flooding on the trails surrounding BBC's mangroves.","3000 NE 151st St, North Miami Beach, FL 33181, USA
25.91076, -80.13729",,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352526423116114237/IMG_3945.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352526423116114237/IMG_20161017_105518.vr.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352526423116114237/IMG_3941.JPG
10-17-2016 10:40 AM,"The street is completely flooded, and although i had gotten here at 10:30, by 10:45 I felt as though the water had gotten higher. In the park, you were as well able to see the playground being flooded by water.","7800 NW 14th St, Pembroke Pines, FL 33024, USA
26.02060, -80.24440",,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352524957115165641/IMG_20161017_103841.vr.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352524957115165641/25_IMG_20161017_103841.vr.jpg,
10-16-2016 9:20 AM,"9:21 AM - Minor flooding around the parking lot area.
Currently still drizzling.","1498 18th St, Miami Beach, FL 33139, USA
25.79356, -80.14438",2.875 in,1,https://www.jotform.com/uploads/susanjacobson/62585175394163/352523451602799352/IMG_0268.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352523451602799352/IMG_0269.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352523451602799352/IMG_20161016_092915.vr.jpg
10-16-2016 9:30 AM,"Just like on 14th and Lenox, 14th and West Ave experienced heavy rainfall. There were large puddles of rain on the streets, but no slainity in the water. No flooding is my conclusion.","1400 West Ave, Miami Beach, FL 33139, USA
25.78539, -80.14248",Just over 4 inches,"0, no salinity.",https://www.jotform.com/uploads/susanjacobson/62585175394163/352513782931431301/IMG_0518.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352513782931431301/IMG_0514.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352513782931431301/IMG_0496.JPG
10-16-2016 9:30 AM,"Based on the fact that there was heavy rainfall and zero level of salinity in the water, we can assume the water in these large puddles were just a result of the rain. On this particular street, there was no sign of flooding, if anything just a poor sewage system.","1400 Lenox Ave, Miami Beach, FL 33139, USA
25.78535, -80.14015",3 inches,"0, no salt in water",https://www.jotform.com/uploads/susanjacobson/62585175394163/352513451931974179/IMG_0477.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352513451931974179/IMG_0470.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352513451931974179/IMG_0484.JPG
10-16-2016 10:30 AM,,"1232 Dade Blvd, Miami Beach, FL 33139, USA
25.79293, -80.14217",3.5 in,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352470803102414788/IMG_20161016_095935.vr.jpg,,
10-16-2016 9:20 AM,"9:18am 
Storm drain next to the cross walk sign 
W ended drive wood crest wood 
6 7/8 inches 
Solidity: 1.000","346 SW 60th Ave, Miami, FL 33144, USA
25.76764, -80.29364",6 7/8,1,https://www.jotform.com/uploads/susanjacobson/62585175394163/352469843171263171/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352469843171263171/25_image.jpeg,
10-16-2016 11:40 AM,"While the storm drain itself was not flooded, there were other areas nearby with substantial puddles and standing water. Most of the street and grass was still wet from previous rainfall.","NW 90th St, Doral, FL 33178, USA
25.85513, -80.37081",,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352454869568266480/IMG_5986.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352454869568266480/IMG_5983.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352454869568266480/IMG_5978.JPG
10-16-2016 10:00 AM,"sea level measurements were taken at the Miami Beach dock located on 18 st and Purdy Ave. While doing so, fish were observed jumping in and out of the water by the dock, on the sidewalk and grass, and cornered onto the boat port by larger fish (a form of predator and prey moment). The sea lever elevation was noted where the sea water reached the concrete wall and flowing onto land.","1806-1928 Sunset Harbour Dr, Miami Beach, FL 33139, USA
25.79353, -80.14499",5.625 inches,35%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352449348944233243/20161016_102307.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352449348944233243/20161016_095848.jpg,
10-16-2016 11:00 AM,"There was no flooding in this location.There were wet roads, but no flooding.","NW 90th St, Medley, FL 33178, USA
25.85473, -80.35480",,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352449311595255148/IMG_0349.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352449311595255148/IMG_0350.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352449311595255148/IMG_0351.JPG
10-16-2016 10:00 AM,"Sea level measurements were taken at the Miami Beach dock located on 18 st and Purdy Ave. While doing so, fish were observed jumping out of the water on the dock, out of the water on the sidewalk and grass. The sea level elevation was noted where the sea water reached the concrete wall and flowing onto land.","1806-1928 Sunset Harbour Dr, Miami Beach, FL 33139, USA
25.79333, -80.14447",5.625 inches,35%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352445314631922129/20161016_102307.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352445314631922129/20161016_095830.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352445314631922129/20161016_104945.jpg
10-16-2016 11:30 AM,"There was no indication of a tide, the only water that appeared next to the drain was water left over from the rain that a occurred a few hours earlier. The body of water was adjacent to the drain, around 50 yards.","7800 NW 14th St, Pembroke Pines, FL 33024, USA
26.02060, -80.24440",,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352441852532733633/IMG_4446.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352441852532733633/IMG_4447.JPG,
10-16-2016 10:50 AM,"steet flood at the NE intersection of NW 10 CT and Nort river drive. Read 6 and 1/4 inches of flood, next to the curb inlet (street drain). The location sampled is where the asphalt meets the concrete curb edge. The sampling location is 36 inches away from the circler metal drain cover.","918 NW 10th Ct, Miami, FL 33136, USA
25.78270, -80.21199",6 and 1/4 inches,0.45,https://www.jotform.com/uploads/susanjacobson/62585175394163/352441695371486169/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352441695371486169/25_image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352441695371486169/trim.3F680EB4-675A-40BC-9EDC-2508C6F0CC57.MOV
10-16-2016 9:40 AM,"There was no flooding in this area, save for fresh rainwater collecting in puddles","1061 Michigan Ave, Miami Beach, FL 33139, USA
25.78174, -80.13845",0 inches,0%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352441201471252898/IMG-20161016-WA0004.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352441201471252898/IMG-20161016-WA0003.jpg,
10-16-2016 9:20 AM,"9:18am 
Storm drain next to the cross walk sign 
W ended drive wood crest wood 
6 7/8 inches 
Solidity: 1.000","346 SW 60th Ave, Miami, FL 33144, USA
25.76764, -80.29364",6 7/8,1,https://www.jotform.com/uploads/susanjacobson/62585175394163/352440332171575261/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352440332171575261/25_image.jpeg,
10-16-2016 10:10 AM,"Photos from about 10:20.
Flooded athletic fields.","3747 Main Hwy, Miami, FL 33133, USA
25.72094, -80.24762",0,0,https://www.jotform.com/uploads/susanjacobson/62585175394163/352440072122706293/IMG_5086.JPG,,
10-16-2016 10:40 AM,Flood was 10.5 inches and it was at a construction site,"415 Ridgewood Rd, Key Biscayne, FL 33149, USA
25.69345, -80.16650",10.5,0,https://www.jotform.com/uploads/susanjacobson/62585175394163/352439936171886662/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352439936171886662/25_image.jpeg,
10-16-2016 10:40 AM,Peacock Park,"2820 McFarlane Rd, Miami, FL 33133, USA
25.72566, -80.24055",0,0,https://www.jotform.com/uploads/susanjacobson/62585175394163/352439745122143156/IMG_5087.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352439745122143156/IMG_5081.PNG,
10-16-2016 10:10 AM,10:15 Carrollton campus on the wed end of soccer field. Water percolating up.,"3747 Main Hwy, Miami, FL 33133, USA
25.72094, -80.24762","2"" & 1/4""",16%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352439554122951100/IMG_5085.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352439554122951100/IMG_5088.JPG,
10-16-2016 10:00 AM,The third and last location was on Palmwood Lane and Allendale Road. The deepest water depth near the only storm drain measured Nine inches in water depth and the salinity measurement idincated by the refractometer mesured three PPT which in this case it means the water was brackish.,"351-361 Palmwood Ln, Key Biscayne, FL 33149, USA
25.69250, -80.17091",9 inches,3 PPT,https://www.jotform.com/uploads/susanjacobson/62585175394163/352439477512363139/IMG_20161016_095647.vr.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352439477512363139/IMG_0447.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352439477512363139/IMG_0442.JPG
10-16-2016 10:50 AM,Just west about 1 ft away from street sign at corner of s bay shore lame and e fair view st,"3550 E Fairview St, Miami, FL 33133, USA
25.73961, -80.21966",7 1/2 in,25 psu,https://www.jotform.com/uploads/susanjacobson/62585175394163/352439203561166884/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352439203561166884/25_image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352439203561166884/26_image.jpg
10-16-2016 10:50 AM,A second measurement was taken of the Miami Beach dock located by 18st and Purdy Ave.,"1930 Purdy Ave, Miami Beach, FL 33139, USA
25.79355, -80.14501",3.375,35%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438916631653720/20161016_104945.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438916631653720/20161016_104819.jpg,
10-16-2016 10:50 AM,"steet flood at the NE intersection of NW 10 CT and Nort river drive. Read 6 and 1/4 inches of flood, next to the curb inlet (street drain). The location sampled is where the asphalt meets the concrete curb edge. The sampling location is 36 inches away from the circler metal drain cover.","902 NW 10th Ct, Miami, FL 33136, USA
25.78270, -80.21199",6 and 1/4 inches,0.45,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438778371573718/image.jpeg,,
10-16-2016 10:30 AM,,"1232 Dade Blvd, Miami Beach, FL 33139, USA
25.79293, -80.14217",3.5 in,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438764102568918/IMG_20161016_095935.vr.jpg,,
10-16-2016 10:50 AM,Intersection of floods between NW North river drive and NW 10th CT. Water level is decreasing.,"902 NW 10th Ct, Miami, FL 33136, USA
25.78239, -80.21193",7,4.8,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438693431784679/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438693431784679/25_image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438693431784679/26_image.jpeg
10-16-2016 10:10 AM,10:15 Carrollton campus on the wed end of soccer field. Water percolating up.,"3747 Main Hwy, Miami, FL 33133, USA
25.72094, -80.24762","2"" & 1/4""",16%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438629122764957/IMG_5085.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438629122764957/IMG_5088.JPG,
10-16-2016 10:30 AM,"This was a second reading near the park gazebo in the middle of the path (77"" from the southern edge of the palm trees (in line with the white columns and third palm trees).","Jose Marti Riverwalk, Miami, FL 33130, USA
25.77117, -80.20058",3 inches,5%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438505235353662/IMG_0516.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438505235353662/IMG_0522.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438505235353662/IMG_0506.JPG
10-16-2016 10:40 AM,Storm drain at me corner of bats gore lane and fair haven place,"3 Grove Isle Dr, Miami, FL 33133, USA
25.73593, -80.21866",2 6/8 in,3psu,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438429935267367/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438429935267367/25_image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438429935267367/26_image.jpg
10-16-2016 10:00 AM,10:05 Carrollton campus on the wed end of soccer field. Water percolating up.,"3747 Main Hwy, Miami, FL 33133, USA
25.72094, -80.24762","2"" 15/16""",22%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438292122556920/IMG_5085.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438292122556920/trim.F057879E-16F8-4E61-B85D-1D2B510EBDBF.MOV,
10-16-2016 10:10 AM,,"Morningside Park Trail, Miami, FL 33137, USA
25.82347, -80.17837",10,27ppt,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438242241584141/image.jpeg,,
10-16-2016 10:40 AM,Flood was 10.5 inches and it was at a construction site,"415 Ridgewood Rd, Key Biscayne, FL 33149, USA
25.69345, -80.16650",10.5,0,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438110171285797/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438110171285797/25_image.jpeg,
10-16-2016 10:00 AM,The third and last location was on Palmwood Lane and Allendale Road. The deepest water depth near the only storm drain measured Nine inches in water depth and the salinity measurement idincated by the refractometer mesured three PPT which in this case it means the water was brackish.,"351-361 Palmwood Ln, Key Biscayne, FL 33149, USA
25.69250, -80.17091",9 inches,3 PPT,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438009512120692/IMG_20161016_095647.vr.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438009512120692/IMG_0447.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438009512120692/IMG_0442.JPG
10-16-2016 10:30 AM,"steet flood at the NE intersection of NW 10 CT and Nort river drive. Read 7 and 3/8 of inches of flood, next to the curb inlet (street drain). The location sampled is where the asphalt meets the concrete curb edge. The sampling location is 36 inches away from the circler metal drain cover.","918 NW 10th Ct, Miami, FL 33136, USA
25.78281, -80.21217",7 and 3/8 inches,0.45,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437958371347696/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437958371347696/25_image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437958371347696/trim.6A2E0916-F3D1-4C94-8362-4DCA588A7A4D.MOV
10-16-2016 10:40 AM,,"415 Ridgewood Rd, Key Biscayne, FL 33149, USA
25.69345, -80.16650",10 inches,O,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437907171986648/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437907171986648/25_image.jpeg,
10-16-2016 10:30 AM,"After another 15 minutes, we saw that the water salinity stayed the same and the water depth increased by a half inch.","2-98 N Andrews Ave, Fort Lauderdale, FL 33301, USA
26.12230, -80.14340",4 inches,0 ppt,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437859827431371/IMG_8981.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437859827431371/IMG_8979.JPG,
10-16-2016 9:40 AM,Big flood on construction site on ridge road and west Heather drive,"235 W Heather Dr, Key Biscayne, FL 33149, USA
25.69382, -80.16827",10 inches,0,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437792032788911/16-10-2016 02.28.17.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437792032788911/20161016_103138.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437792032788911/20161016_102935.jpg
10-16-2016 9:40 AM,The second location was on West Heather Drive and Harbor Drive. The deepest water depth near the only storm drain measured five and half inches and the salinity measurement idincated by the refractometer measured zero PPT which in this case it means it was fresh water.,"500-516 Harbor Dr, Key Biscayne, FL 33149, USA
25.69195, -80.17234",5 1/2 inches,0 PPT,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437748512410201/IMG_20161016_095243.vr.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437748512410201/IMG_0446.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437748512410201/IMG_0432.JPG
10-16-2016 10:30 AM,Drain is not flooded. Freshwater runoff from the rain,"1061 Michigan Ave, Miami Beach, FL 33139, USA
25.78169, -80.13826",1.25 inches,0%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437727471227520/20161016_103125.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437727471227520/20161016_103059.jpg,
10-16-2016 10:30 AM,Intersection of floods between NW north river drive and NW 10 CT. Water level is decreasing.,"927 NW 10th Ct, Miami, FL 33136, USA
25.78289, -80.21172",7'3,0.45,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437684431731459/trim.33499E3F-CE30-4A17-B8A5-DFEBDB849A8E.MOV,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437684431731459/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437684431731459/26_image.jpeg
10-16-2016 10:10 AM,,"Morningside Park Trail, Miami, FL 33137, USA
25.82347, -80.17837",10,27ppt,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437685342186020/image.jpeg,,
10-16-2016 9:20 AM,"No drains nearby, most likely collected rainwater","945 10th St, Miami Beach, FL 33139, USA
25.78064, -80.13802",2.8 inches,0%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437543471246530/20161016_091838.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437543471246530/20161016_091833.jpg,
10-16-2016 10:20 AM,"Currently 19"" water marks on tree were as high as 24"". About 45ft from tree to the road of GPS location 25 degrees 44' and 45""N 80 degrees 11' 25""W
South side of Rickenbacker","4441 Rickenbacker Causeway, Key Biscayne, FL 33149, USA
25.73029, -80.15872",24,34 parts/thousand,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437460571374219/IMG_8442.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437460571374219/IMG_8446.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437460571374219/IMG_8449.JPG
10-16-2016 10:00 AM,Reading was taken at 10:01 am at SE end of Park next to river at the fence.,"Jose Marti Riverwalk, Miami, FL 33130, USA
25.77117, -80.20058",5.5 inches,5%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437399611609465/IMG_1429.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437399611609465/IMG_1432.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437399611609465/IMG_1434.JPG
